5011,2017-06-20,15.439,15.25,15.439,15.22,88451.0,600718
5012,2017-06-21,15.35,15.012,15.379,14.903,125206.0,600718
5013,2017-06-22,15.062,14.883,15.151,14.833,119159.0,600718
5014,2017-06-23,14.833,15.151,15.171,14.704,154994.0,600718
5015,2017-06-26,15.151,15.29,15.31,15.052,117292.0,600718
5016,2017-06-27,15.35,15.32,15.429,15.23,93939.0,600718
5017,2017-06-28,15.3,15.28,15.33,15.071,95530.0,600718
5018,2017-06-29,15.35,15.6,15.76,15.2,166230.0,600718
5019,2017-06-30,15.53,15.55,15.74,15.44,86845.0,600718
5020,2017-07-03,15.54,15.71,15.78,15.5,89570.0,600718
5021,2017-07-04,15.73,15.48,15.95,15.41,113683.0,600718
5022,2017-07-05,15.4,15.65,15.7,15.38,84304.0,600718
5023,2017-07-06,15.7,15.74,15.85,15.56,110108.0,600718
5024,2017-07-07,15.65,15.82,15.85,15.65,113751.0,600718
5025,2017-07-10,15.7,16.15,16.28,15.7,185315.0,600718
5026,2017-07-11,16.12,15.82,16.37,15.8,176010.0,600718
5027,2017-07-12,15.82,15.45,15.95,15.25,177682.0,600718
5028,2017-07-13,15.47,15.47,15.5,15.25,101517.0,600718
5029,2017-07-14,15.44,15.44,15.47,15.28,59583.0,600718
5030,2017-07-17,15.43,14.52,15.44,14.42,143926.0,600718
5031,2017-07-18,14.31,14.97,15.03,14.31,96083.0,600718
5032,2017-07-19,14.94,15.11,15.16,14.84,91426.0,600718
5033,2017-07-20,15.13,15.01,15.25,15.0,84822.0,600718
5034,2017-07-21,15.13,15.26,15.38,15.13,148247.0,600718
5035,2017-07-24,15.29,15.6,15.62,15.15,132257.0,600718
5036,2017-07-25,15.6,15.44,15.67,15.36,91098.0,600718
5037,2017-07-26,15.44,15.25,15.47,15.1,87224.0,600718
5038,2017-07-27,15.24,15.71,15.75,14.99,200018.0,600718
5039,2017-07-28,15.54,15.68,15.74,15.43,113480.0,600718
5040,2017-07-31,15.61,15.59,15.68,15.51,86004.0,600718
5041,2017-08-01,15.51,15.69,15.71,15.51,120631.0,600718
5042,2017-08-02,15.69,15.24,15.7,15.23,105486.0,600718
5043,2017-08-03,15.24,15.22,15.4,15.13,95223.0,600718
5044,2017-08-04,15.18,14.99,15.29,14.98,124384.0,600718
5045,2017-08-07,14.99,15.28,15.32,14.99,66117.0,600718
5046,2017-08-08,15.26,15.5,15.56,15.08,108525.0,600718
5047,2017-08-09,15.5,15.27,15.55,15.2,66839.0,600718
5048,2017-08-10,15.3,15.37,15.6,15.22,81263.0,600718
